Target_genes	Stat6|Average	SRX197271|Macrophages	SRX197272|Macrophages	SRX6432727|Macrophages	SRX6432728|Macrophages	SRX021632|Th1_Cells	SRX021633|Th1_Cells	SRX191132|Th9	SRX353406|Th9	SRX353407|Th9	STRING
Pcyt1a	22.333333	0	0	0	0	81	0	0	0	120	0
Orc2	22.333333	0	0	0	0	0	0	0	0	201	0
Nqo2	22.333333	0	0	0	0	0	0	0	201	0	0
Niban1	22.333333	0	0	0	0	0	0	0	201	0	0
Ncald	22.333333	0	0	0	0	0	0	0	201	0	0
Lgals8	22.333333	0	0	0	0	0	0	0	201	0	0
Hbegf	22.333333	201	0	0	0	0	0	0	0	0	0
Gcsh	22.333333	0	0	0	0	201	0	0	0	0	0
Birc5	22.333333	0	0	0	0	99	0	0	0	102	0
Xrcc4	22.222222	0	0	0	0	0	0	0	104	96	0
Tomm5	22.222222	0	0	0	71	0	0	0	0	129	0
Tmem30a	22.222222	0	0	0	74	126	0	0	0	0	0
Tmem167	22.222222	0	0	0	0	0	0	0	104	96	0
Snx9	22.222222	0	0	0	0	0	0	0	200	0	0
Snx14	22.222222	0	0	0	0	0	0	0	0	200	0
Slc7a11	22.222222	0	0	0	200	0	0	0	0	0	0
Pisd	22.222222	0	0	0	97	0	0	0	0	103	0
Lig4	22.222222	0	0	0	0	99	0	0	0	101	0
Ubqln1	22.111111	0	0	0	0	0	0	0	0	199	0
Rps15a	22.111111	0	0	0	0	93	0	0	106	0	0
Pop5	22.111111	0	0	0	0	199	0	0	0	0	0
Fam76b	22.111111	0	0	0	0	0	0	0	74	125	0
Ctsw	22.111111	0	0	0	0	0	0	0	0	199	0
Copb1	22.111111	0	0	0	0	199	0	0	0	0	0
Abcf3	22.111111	0	0	0	0	112	87	0	0	0	0
Pusl1	22.000000	0	0	0	0	117	81	0	0	0	0
Nsmce4a	22.000000	0	0	0	0	198	0	0	0	0	0
Hoxc10	22.000000	0	0	0	0	198	0	0	0	0	0
Fam219a	22.000000	0	0	0	0	0	0	90	0	108	0
Dusp4	22.000000	0	0	0	0	198	0	0	0	0	0
Dnajc19	22.000000	0	0	0	0	111	0	0	0	87	0
Dnaic1	22.000000	0	0	0	0	0	0	90	0	108	0
Ctsl	22.000000	0	89	0	109	0	0	0	0	0	0
Arpc3	22.000000	0	0	0	0	198	0	0	0	0	0
Acap3	22.000000	0	0	0	0	117	81	0	0	0	0
Sart3	21.888889	0	0	0	0	0	0	0	0	197	0
Myl6b	21.888889	0	0	0	0	197	0	0	0	0	0
Mxd1	21.888889	0	0	0	0	99	0	0	0	98	0
Mvb12a	21.888889	0	0	0	0	0	0	0	88	109	0
Degs1	21.888889	0	0	0	0	197	0	0	0	0	0
Cops3	21.888889	0	0	0	0	118	0	0	0	79	0
Bcl2a1a	21.888889	0	0	0	0	0	0	0	197	0	0
1700008O03Rik	21.888889	0	0	0	0	0	0	0	0	197	0
Zfp953	21.777778	0	0	0	94	0	0	0	102	0	0
Zfp273	21.777778	0	0	0	87	0	0	0	0	109	0
Tceal8	21.777778	0	81	0	115	0	0	0	0	0	0
Sord	21.777778	0	0	0	0	196	0	0	0	0	0
Rsrc1	21.777778	0	0	0	0	94	0	0	0	102	0
Crk	21.777778	0	0	0	0	0	0	0	0	196	0
Cdh1	21.777778	0	0	0	0	0	0	0	0	196	0
Ccin	21.777778	0	0	0	0	89	0	107	0	0	0
Zfyve27	21.666667	0	0	0	0	74	0	0	0	121	0
Zfp36l2	21.666667	0	0	0	195	0	0	0	0	0	0
Sos1	21.666667	0	0	0	0	0	0	0	0	195	0
Smc4	21.666667	0	0	0	0	0	0	0	78	117	0
Rab43	21.666667	0	0	0	0	0	0	0	195	0	0
Pus10	21.666667	0	0	0	0	0	0	0	0	195	0
Ptdss2	21.666667	0	0	0	0	0	0	0	91	104	0
Prpf8	21.666667	0	0	0	0	0	0	0	108	87	0
Mtrf1	21.666667	0	0	0	0	0	0	0	0	195	0
Mnat1	21.666667	0	0	0	0	0	0	0	0	195	0
Ift80	21.666667	0	0	0	0	0	0	0	78	117	0
Tmem14a	21.555556	0	0	0	0	0	0	0	0	194	0
Stra6l	21.555556	0	0	0	194	0	0	0	0	0	0
Smim4	21.555556	0	0	0	0	0	102	0	0	92	0
Simc1	21.555556	0	0	0	0	112	0	0	0	82	0
Nploc4	21.555556	0	0	0	0	194	0	0	0	0	0
Nbeal1	21.555556	0	0	0	0	62	0	0	0	132	0
Lyrm7	21.555556	0	0	0	0	106	0	0	88	0	0
Itgb1bp1	21.555556	0	0	0	0	0	0	0	0	194	0
H2bc21	21.555556	0	0	0	0	0	99	0	0	95	0
H2ac20	21.555556	0	0	0	0	0	99	0	0	95	0
Eef2kmt	21.555556	0	0	0	0	89	0	0	0	105	0
Cpsf3	21.555556	0	0	0	0	0	0	0	0	194	0
Arl4a	21.555556	0	0	0	0	194	0	0	0	0	0
Tmem134	21.444444	0	0	0	0	193	0	0	0	0	0
Szrd1	21.444444	0	0	0	0	95	0	0	0	98	0
Ramp1	21.444444	0	0	0	0	193	0	0	0	0	0
Psmb4	21.444444	0	0	0	0	102	0	0	91	0	0
Pik3r6	21.444444	0	193	0	0	0	0	0	0	0	0
Pdcd7	21.444444	0	0	0	0	0	0	0	0	193	0
Mat2a	21.444444	0	0	0	0	193	0	0	0	0	0
Gpatch2l	21.444444	0	0	0	0	0	0	0	0	193	0
Aip	21.444444	0	0	0	0	193	0	0	0	0	0
Zfp740	21.333333	0	74	0	0	0	0	118	0	0	0
Specc1	21.333333	0	0	0	0	192	0	0	0	0	0
Setd4	21.333333	0	0	0	0	0	0	0	113	79	0
Rabif	21.333333	0	0	0	0	0	0	103	0	89	0
Ppm1h	21.333333	0	0	0	0	86	0	0	0	106	0
Pi4kb	21.333333	0	0	0	0	0	0	0	0	192	0
Pcnx4	21.333333	0	0	0	0	115	0	0	0	77	0
Nabp2	21.333333	0	0	0	0	105	0	0	87	0	0
Mrpl40	21.333333	0	0	0	0	0	0	0	0	192	0
Mark2	21.333333	0	0	0	0	93	99	0	0	0	0
Lypla2	21.333333	0	0	0	0	73	0	0	119	0	0
Hira	21.333333	0	0	0	0	0	0	0	0	192	0
Casp1	21.333333	0	192	0	0	0	0	0	0	0	0
Xpo6	21.222222	0	0	0	0	0	0	0	91	100	0
Stard9	21.222222	0	0	0	0	0	99	0	0	92	0
Rrp7a	21.222222	0	0	0	0	191	0	0	0	0	0
Rab12	21.222222	0	0	0	0	191	0	0	0	0	0
Nfkbia	21.222222	0	0	0	0	0	0	0	0	191	0
Marf1	21.222222	0	0	0	0	191	0	0	0	0	0
Jmjd7	21.222222	0	0	0	0	0	0	0	191	0	0
D5Ertd579e	21.222222	0	0	0	0	87	0	0	0	104	0
Zfp36	21.111111	0	0	0	0	190	0	0	0	0	0
Zcchc9	21.111111	0	0	0	0	99	0	0	0	91	0
Ttc9c	21.111111	0	0	0	0	81	0	0	0	109	0
Tmem160	21.111111	0	0	0	0	0	0	0	190	0	0
Pdcl	21.111111	0	0	0	73	117	0	0	0	0	0
Lrch4	21.111111	0	0	0	0	0	0	58	0	132	0
Ints13	21.111111	0	0	0	0	0	81	0	0	109	0
Hnrnpul2	21.111111	0	0	0	0	81	0	0	0	109	0
Fgfr1op2	21.111111	0	0	0	0	0	81	0	0	109	0
Ttpal	21.000000	0	0	0	0	189	0	0	0	0	0
Trappc5	21.000000	0	0	0	0	0	0	100	0	89	0
Spice1	21.000000	0	0	0	0	78	0	0	0	111	0
Serpinb6b	21.000000	0	0	0	0	189	0	0	0	0	0
Pttg1ip	21.000000	0	0	0	0	0	0	0	71	118	0
Phf11b	21.000000	0	0	0	0	0	0	0	189	0	0
Mrpl19	21.000000	0	0	0	0	0	0	0	0	189	0
Hacd2	21.000000	0	0	0	0	70	0	0	0	119	0
Far1	21.000000	0	0	0	0	65	0	0	0	124	0
Aopep	21.000000	0	0	0	0	189	0	0	0	0	0
Vamp1	20.888889	0	0	0	0	0	0	0	0	188	0
Tnik	20.888889	0	0	0	0	188	0	0	0	0	0
Slc12a4	20.888889	0	0	0	0	188	0	0	0	0	0
Sfxn3	20.888889	0	0	0	0	105	0	0	83	0	0
Ric8a	20.888889	0	111	0	0	0	0	0	77	0	0
Pde7b	20.888889	0	188	0	0	0	0	0	0	0	0
Mesd	20.888889	0	0	0	0	0	0	0	0	188	0
Ext2	20.888889	0	0	0	0	188	0	0	0	0	0
D2hgdh	20.888889	0	0	0	0	105	0	0	0	83	0
Caprin1	20.888889	0	0	0	0	0	0	0	0	188	0
Bet1l	20.888889	0	111	0	0	0	0	0	77	0	0
Aptx	20.888889	0	0	0	0	102	0	0	86	0	0
Ago1	20.888889	0	0	0	0	188	0	0	0	0	0
Wdr5b	20.777778	0	0	0	0	0	0	0	89	98	0
Trim45	20.777778	0	0	0	0	97	0	0	0	90	0
Slc7a5	20.777778	0	0	0	0	187	0	0	0	0	0
Sec24a	20.777778	0	0	0	0	187	0	0	0	0	0
Rpl38	20.777778	0	0	0	0	187	0	0	0	0	0
Pgam1	20.777778	0	0	0	0	187	0	0	0	0	0
Nlrp10	20.777778	0	187	0	0	0	0	0	0	0	0
Naa15	20.777778	0	0	0	0	0	0	0	0	187	0
Kctd14	20.777778	0	0	0	0	0	0	0	0	187	0
Ash1l	20.777778	0	0	0	0	0	0	0	187	0	0
Adpgk	20.777778	0	0	0	0	187	0	0	0	0	0
H2ac21	20.666667	0	0	0	0	0	99	0	0	87	0
Gtf3c1	20.666667	0	0	0	0	115	0	0	0	71	0
Fasn	20.666667	0	0	0	0	186	0	0	0	0	0
Dnajc1	20.666667	0	0	0	0	71	0	0	0	115	0
D430042O09Rik	20.666667	0	0	0	0	115	0	0	0	71	0
Braf	20.666667	0	0	0	0	0	186	0	0	0	0
Arhgef1	20.666667	0	0	0	0	0	0	0	0	186	0
Yae1d1	20.555556	0	0	0	0	0	0	0	0	185	0
Mrps5	20.555556	0	0	0	0	0	0	0	0	185	0
Mex3c	20.555556	0	0	0	0	0	0	0	0	185	0
Ifnz	20.555556	0	0	0	0	185	0	0	0	0	0
Ifi27l2a	20.555556	0	0	0	0	0	0	0	185	0	0
Anapc4	20.555556	0	0	0	0	72	0	0	0	113	0
Zfp382	20.444444	0	0	107	0	0	0	0	0	77	0
Uri1	20.444444	0	0	0	0	184	0	0	0	0	0
Tmtc3	20.444444	0	0	0	0	0	0	0	0	184	0
Tmem131l	20.444444	0	0	0	0	184	0	0	0	0	0
Srp9	20.444444	0	0	0	0	114	0	0	0	70	0
Pygo2	20.444444	0	0	0	0	88	96	0	0	0	0
Ncoa3	20.444444	0	0	0	0	73	0	0	0	111	0
Cep290	20.444444	0	0	0	0	0	0	0	0	184	0
Ube2g1	20.333333	0	0	0	0	0	0	0	0	183	0
U2af1	20.333333	0	0	0	0	107	0	0	0	76	0
Tm9sf1	20.333333	0	0	0	0	0	0	0	0	183	0
Ndufs8	20.333333	0	0	0	0	0	0	0	111	72	0
Mapkbp1	20.333333	0	0	0	0	0	0	0	0	183	0
Map3k4	20.333333	0	0	0	0	89	0	0	0	94	0
Lta4h	20.333333	0	0	0	0	0	104	0	0	79	0
Kifbp	20.333333	0	0	0	0	0	0	0	0	183	0
Gtpbp8	20.333333	0	0	0	0	0	0	0	0	183	0
Cd72	20.333333	0	183	0	0	0	0	0	0	0	0
BC016579	20.333333	0	0	0	0	0	0	0	183	0	0
Zfp438	20.222222	0	0	0	0	0	0	0	0	182	0
Themis	20.222222	0	0	0	0	0	0	0	0	182	0
Terf2	20.222222	0	0	0	0	0	0	0	0	182	0
Smim10l1	20.222222	0	0	0	0	0	0	0	0	182	0
Pitx3	20.222222	0	0	0	0	182	0	0	0	0	0
Nkiras2	20.222222	0	0	0	0	0	0	0	0	182	0
Mis18a	20.222222	0	0	0	0	98	84	0	0	0	0
Mapk1ip1l	20.222222	0	0	0	0	0	0	0	0	182	0
Ift172	20.222222	0	0	0	0	83	99	0	0	0	0
Galc	20.222222	0	0	0	0	0	0	0	0	182	0
Dcaf10	20.222222	0	0	0	0	0	0	0	0	182	0
Yju2	20.111111	0	0	0	0	83	0	0	0	98	0
Sesn3	20.111111	0	0	0	0	0	0	0	0	181	0
Rmdn1	20.111111	0	0	0	0	0	0	0	0	181	0
Psma3	20.111111	0	0	0	0	0	0	0	0	181	0
Ppp2ca	20.111111	0	0	0	0	0	104	0	0	77	0
Ntn5	20.111111	0	0	0	0	0	0	0	181	0	0
Nr4a3	20.111111	0	0	0	0	181	0	0	0	0	0
Hmgb1	20.111111	0	0	0	0	181	0	0	0	0	0
Hip1	20.111111	0	0	0	181	0	0	0	0	0	0
Guk1	20.111111	0	0	0	0	0	0	0	100	81	0
Gm13279	20.111111	0	0	0	0	181	0	0	0	0	0
Gm13278	20.111111	0	0	0	0	181	0	0	0	0	0
Fbxl15	20.111111	0	0	0	0	0	0	0	94	87	0
B3galt5	20.111111	0	0	0	0	181	0	0	0	0	0
Trim24	20.000000	0	0	0	0	0	0	0	83	97	0
Trf	20.000000	0	180	0	0	0	0	0	0	0	0
Tppp	20.000000	0	0	0	0	180	0	0	0	0	0
Scimp	20.000000	0	0	0	180	0	0	0	0	0	0
Scamp4	20.000000	0	0	0	0	0	84	0	0	96	0
Mbnl2	20.000000	0	180	0	0	0	0	0	0	0	0
Ltbp2	20.000000	0	0	0	0	180	0	0	0	0	0
Ccnl2	20.000000	0	0	0	0	81	0	0	0	99	0
Aggf1	20.000000	0	0	0	0	100	0	0	80	0	0
Adat3	20.000000	0	0	0	0	0	84	0	0	96	0
Zscan21	19.888889	0	0	0	0	0	0	0	88	91	0
Ubxn7	19.888889	0	0	0	0	0	0	0	74	105	0
Ube3a	19.888889	0	0	0	0	0	0	0	0	179	0
Tmem150b	19.888889	0	179	0	0	0	0	0	0	0	0
Sema4a	19.888889	0	179	0	0	0	0	0	0	0	0
Rnase4	19.888889	0	0	0	0	179	0	0	0	0	0
Ppdpf	19.888889	0	0	0	0	179	0	0	0	0	0
Noc2l	19.888889	0	0	0	0	179	0	0	0	0	0
Nmt2	19.888889	0	0	0	0	94	0	0	0	85	0
H2bc9	19.888889	0	0	0	0	179	0	0	0	0	0
Dab2ip	19.888889	0	0	0	0	0	0	0	179	0	0
Cebpa	19.888889	0	0	79	100	0	0	0	0	0	0
Atp2c1	19.888889	0	179	0	0	0	0	0	0	0	0
Ang	19.888889	0	0	0	0	179	0	0	0	0	0
Recql	19.777778	0	0	0	0	0	0	0	0	178	0
Prkag1	19.777778	0	0	0	0	178	0	0	0	0	0
Pms1	19.777778	0	0	0	0	80	0	0	0	98	0
Ormdl1	19.777778	0	0	0	0	80	0	0	0	98	0
Niban2	19.777778	0	0	0	178	0	0	0	0	0	0
Hpn	19.777778	0	0	0	0	0	0	0	178	0	0
Golt1b	19.777778	0	0	0	0	0	0	0	0	178	0
Gatd3a	19.777778	0	0	0	0	88	90	0	0	0	0
Coa6	19.777778	0	0	0	0	0	0	0	0	178	0
Arrdc4	19.777778	0	95	0	83	0	0	0	0	0	0
Arhgap22	19.777778	0	178	0	0	0	0	0	0	0	0
Akirin1	19.777778	0	178	0	0	0	0	0	0	0	0
Abca7	19.777778	0	0	0	0	0	0	0	178	0	0
Tti1	19.666667	0	0	0	0	0	0	0	0	177	0
Tmpo	19.666667	0	0	0	0	0	0	0	177	0	0
Smarcc1	19.666667	0	0	0	0	75	0	0	0	102	0
Slamf9	19.666667	0	177	0	0	0	0	0	0	0	0
Sh3bp4	19.666667	0	0	0	177	0	0	0	0	0	0
Sh2d2a	19.666667	0	0	0	0	0	0	0	177	0	0
Rprd1b	19.666667	0	0	0	0	0	0	0	0	177	0
Rcn1	19.666667	0	0	0	0	0	0	0	0	177	0
Pkn1	19.666667	0	0	0	0	177	0	0	0	0	0
Flii	19.666667	0	177	0	0	0	0	0	0	0	0
Dpysl2	19.666667	0	0	0	0	0	0	0	177	0	0
Cplane2	19.666667	0	0	0	0	177	0	0	0	0	0
1810058I24Rik	19.666667	0	0	0	0	177	0	0	0	0	0
Zfp420	19.555556	0	0	0	0	176	0	0	0	0	0
Wdfy3	19.555556	0	176	0	0	0	0	0	0	0	0
Vps35	19.555556	0	0	0	0	176	0	0	0	0	0
Tmf1	19.555556	0	0	0	0	176	0	0	0	0	0
Tmem59	19.555556	0	0	0	0	0	0	0	0	176	0
Tceanc2	19.555556	0	0	0	0	0	0	0	0	176	0
Smarcc2	19.555556	0	176	0	0	0	0	0	0	0	0
Rnf180	19.555556	0	176	0	0	0	0	0	0	0	0
Polr2m	19.555556	0	0	0	0	0	0	0	0	176	0
Orc6	19.555556	0	0	0	0	176	0	0	0	0	0
Wdr11	19.444444	0	0	90	0	0	0	0	0	85	0
Scaf11	19.444444	0	0	0	0	175	0	0	0	0	0
Rsl1d1	19.444444	0	0	0	0	91	0	0	0	84	0
Nhlrc2	19.444444	0	0	77	0	0	0	0	0	98	0
Neurl4	19.444444	0	0	0	0	107	0	0	68	0	0
Ndst1	19.444444	0	0	0	0	0	0	0	175	0	0
Man1a	19.444444	0	0	0	0	175	0	0	0	0	0
Il4	19.444444	0	0	0	0	0	0	0	175	0	0
Ifit1bl2	19.444444	0	0	0	0	0	0	0	175	0	0
Ifit1	19.444444	0	0	0	0	0	0	0	175	0	0
Hsp90aa1	19.444444	0	0	0	0	175	0	0	0	0	0
Ggt5	19.444444	0	175	0	0	0	0	0	0	0	0
Gfod1	19.444444	0	0	0	0	86	0	0	0	89	0
E2f3	19.444444	0	93	0	82	0	0	0	0	0	0
Dclre1a	19.444444	0	0	77	0	0	0	0	0	98	0
Atad5	19.444444	0	0	0	0	175	0	0	0	0	0
2810408A11Rik	19.444444	0	0	0	0	107	0	0	68	0	0
Zdhhc7	19.333333	0	0	0	0	0	0	0	0	174	0
Uqcrc1	19.333333	0	0	0	0	174	0	0	0	0	0
Sigmar1	19.333333	0	0	0	0	174	0	0	0	0	0
Sft2d3	19.333333	0	0	0	0	0	0	0	0	174	0
Pds5b	19.333333	0	0	0	0	174	0	0	0	0	0
Mbd6	19.333333	0	0	0	0	174	0	0	0	0	0
Gm5431	19.333333	0	174	0	0	0	0	0	0	0	0
Dync2h1	19.333333	0	0	0	0	174	0	0	0	0	0
Wiz	19.222222	0	0	0	0	173	0	0	0	0	0
Trnt1	19.222222	0	0	0	0	64	0	0	0	109	0
Ptprv	19.222222	0	0	0	0	173	0	0	0	0	0
Ptpn7	19.222222	0	0	0	0	173	0	0	0	0	0
Pias2	19.222222	0	0	0	0	173	0	0	0	0	0
Odf3b	19.222222	0	173	0	0	0	0	0	0	0	0
Mcm3	19.222222	0	0	0	0	0	0	0	0	173	0
Lrp12	19.222222	0	0	0	0	173	0	0	0	0	0
Kif15	19.222222	0	0	0	0	0	0	0	75	98	0
Cyb5r3	19.222222	0	0	0	0	173	0	0	0	0	0
Cdc14b	19.222222	0	0	0	0	173	0	0	0	0	0
Acyp1	19.222222	0	0	0	0	0	0	0	0	173	0
Acy1	19.222222	0	0	0	0	173	0	0	0	0	0
1110059G10Rik	19.222222	0	0	0	0	0	0	0	75	98	0
Sesn1	19.111111	0	0	0	0	0	0	0	88	84	0
Rmnd5b	19.111111	0	0	0	0	0	0	0	0	172	0
Mettl8	19.111111	0	0	0	0	0	0	0	0	172	0
Lpar5	19.111111	0	0	0	0	172	0	0	0	0	0
Kbtbd6	19.111111	0	0	0	0	0	0	0	0	172	0
Ints5	19.111111	0	0	0	0	172	0	0	0	0	0
Fundc1	19.111111	172	0	0	0	0	0	0	0	0	0
Fam241a	19.111111	0	0	0	0	0	0	0	0	172	0
Dcaf17	19.111111	0	0	0	0	0	0	0	0	172	0
Zfp110	19.000000	0	0	0	0	0	0	0	79	92	0
Tollip	19.000000	0	0	0	0	90	0	0	0	81	0
Rexo1	19.000000	0	0	0	0	0	0	0	0	171	0
Ptcd3	19.000000	0	0	0	0	0	0	0	0	171	0
Polr1a	19.000000	0	0	0	0	0	0	0	0	171	0
Pogz	19.000000	0	0	0	0	171	0	0	0	0	0
Nfatc2	19.000000	0	0	0	0	171	0	0	0	0	0
Il18bp	19.000000	0	171	0	0	0	0	0	0	0	0
Gstm1	19.000000	0	171	0	0	0	0	0	0	0	0
Dbr1	19.000000	0	0	0	0	0	0	0	0	171	0
Cubn	19.000000	0	0	0	0	0	0	0	171	0	0
Clec4e	19.000000	0	171	0	0	0	0	0	0	0	0
Cfl2	19.000000	0	0	0	0	171	0	0	0	0	0
Xkr7	18.888889	0	0	0	0	170	0	0	0	0	0
Uhrf2	18.888889	0	0	0	0	170	0	0	0	0	0
Siah2	18.888889	0	0	0	0	170	0	0	0	0	0
Setmar	18.888889	0	0	0	0	0	0	0	0	170	0
Madd	18.888889	0	0	0	0	0	0	0	170	0	0
Ift74	18.888889	0	0	0	0	170	0	0	0	0	0
Ccdc181	18.888889	0	0	0	0	0	0	0	0	170	0
Brwd3	18.888889	0	0	0	0	0	0	0	0	170	0
2310033P09Rik	18.888889	0	0	0	0	77	0	0	0	93	0
Zranb1	18.777778	0	0	0	0	0	0	0	0	169	0
Thap7	18.777778	0	0	0	0	169	0	0	0	0	0
Plat	18.777778	0	0	0	0	169	0	0	0	0	0
Nek9	18.777778	0	0	0	0	0	0	0	0	169	0
Mrpl4	18.777778	0	0	0	0	84	0	0	0	85	0
Mapk11	18.777778	0	0	0	0	169	0	0	0	0	0
H1f4	18.777778	0	0	0	0	0	0	82	0	87	0
Dbnl	18.777778	0	0	0	0	81	0	0	0	88	0
Bub3	18.777778	0	0	0	0	169	0	0	0	0	0
Zbtb32	18.666667	0	0	0	0	0	0	0	168	0	0
Txlnb	18.666667	0	0	0	0	168	0	0	0	0	0
Tubb6	18.666667	0	0	0	168	0	0	0	0	0	0
Tpgs2	18.666667	0	0	0	0	0	0	0	0	168	0
Stard3nl	18.666667	0	0	0	0	0	0	0	0	168	0
Smc5	18.666667	0	0	0	0	168	0	0	0	0	0
Rell2	18.666667	0	0	0	0	168	0	0	0	0	0
Rassf5	18.666667	0	0	0	0	168	0	0	0	0	0
Nfyb	18.666667	0	0	0	0	168	0	0	0	0	0
Mat2b	18.666667	0	0	0	0	0	168	0	0	0	0
Hdac3	18.666667	0	0	0	0	168	0	0	0	0	0
Exoc3	18.666667	0	0	0	0	0	0	0	0	168	0
Catsperg1	18.666667	0	168	0	0	0	0	0	0	0	0
Bloc1s4	18.666667	0	0	0	0	0	0	0	0	168	0
Bbs9	18.666667	0	0	0	0	0	0	0	168	0	0
AW554918	18.666667	0	0	0	0	0	0	0	0	168	0
Rnpep	18.555556	0	0	0	0	0	0	0	167	0	0
Ramp2	18.555556	167	0	0	0	0	0	0	0	0	0
Pde8a	18.555556	0	0	0	0	167	0	0	0	0	0
Mrps36	18.555556	0	0	0	78	0	0	0	0	89	0
Klk9	18.555556	0	0	0	0	0	0	0	167	0	0
Cox14	18.555556	0	0	0	0	167	0	0	0	0	0
Abcg2	18.555556	0	0	0	0	167	0	0	0	0	0
Wdr31	18.444444	0	0	0	0	0	0	0	0	166	0
Usp6nl	18.444444	0	0	0	0	0	0	0	0	166	0
Ssbp3	18.444444	0	0	0	0	0	0	0	166	0	0
Slc25a39	18.444444	0	0	0	0	0	166	0	0	0	0
Rhod	18.444444	0	166	0	0	0	0	0	0	0	0
Pon2	18.444444	0	0	0	0	0	0	0	166	0	0
Ikbkg	18.444444	0	166	0	0	0	0	0	0	0	0
Frs2	18.444444	0	0	0	0	0	0	0	0	166	0
Fis1	18.444444	0	0	0	0	0	0	0	0	166	0
Ctr9	18.444444	0	0	0	0	0	0	0	0	166	0
Chd9	18.444444	0	0	0	0	166	0	0	0	0	0
Senp3	18.333333	0	0	0	0	165	0	0	0	0	0
Scarf1	18.333333	0	165	0	0	0	0	0	0	0	0
Phkb	18.333333	0	165	0	0	0	0	0	0	0	0
Nphp3	18.333333	0	0	0	0	61	104	0	0	0	0
Nop53	18.333333	0	0	0	0	0	0	0	0	165	0
Itfg1	18.333333	0	165	0	0	0	0	0	0	0	0
Hspa12a	18.333333	0	0	0	0	0	0	0	0	165	0
Gm20594	18.333333	0	0	0	0	0	165	0	0	0	0
Frmd4b	18.333333	0	165	0	0	0	0	0	0	0	0
Eya3	18.333333	0	0	0	0	0	0	0	0	165	0
Eno4	18.333333	0	0	0	0	0	0	0	0	165	0
Bri3	18.333333	0	0	0	0	165	0	0	0	0	0
Ugt1a1	18.222222	0	0	0	0	0	0	0	0	164	0
Tmem120b	18.222222	0	0	0	0	164	0	0	0	0	0
Tfpi2	18.222222	0	0	0	164	0	0	0	0	0	0
Sema6b	18.222222	0	164	0	0	0	0	0	0	0	0
Psmc6	18.222222	0	0	0	0	164	0	0	0	0	0
Prkce	18.222222	0	0	0	0	164	0	0	0	0	0
Phgdh	18.222222	0	164	0	0	0	0	0	0	0	0
Pgm1	18.222222	0	0	0	0	164	0	0	0	0	0
Ncapd2	18.222222	0	0	0	0	82	0	0	0	82	0
Mrpl51	18.222222	0	0	0	0	82	0	0	0	82	0
Jun	18.222222	0	0	0	0	164	0	0	0	0	0
Heatr5a	18.222222	0	0	0	0	164	0	0	0	0	0
Grk5	18.222222	0	0	0	0	0	0	0	0	164	0
Gh	18.222222	0	0	0	0	164	0	0	0	0	0
Dgat2	18.222222	0	0	0	0	164	0	0	0	0	0
Cmas	18.222222	0	0	0	0	0	0	0	0	164	0
Acin1	18.222222	0	0	0	0	0	0	0	0	164	0
1700123O20Rik	18.222222	0	0	0	0	0	0	0	0	164	0
Tmco4	18.111111	0	0	0	0	163	0	0	0	0	0
Timm17a	18.111111	0	0	0	0	0	0	0	0	163	0
Slc38a2	18.111111	0	0	0	0	163	0	0	0	0	0
Prnp	18.111111	0	0	0	0	163	0	0	0	0	0
Prn	18.111111	0	0	0	0	163	0	0	0	0	0
Micu3	18.111111	163	0	0	0	0	0	0	0	0	0
Fam124b	18.111111	0	0	0	0	0	0	0	163	0	0
Eef1akmt1	18.111111	0	0	0	0	163	0	0	0	0	0
Cenpf	18.111111	0	0	0	0	0	0	0	0	163	0
Zfp407	18.000000	0	0	0	0	0	0	0	0	162	0
Zfp174	18.000000	0	0	0	0	0	0	0	0	162	0
Tpi1	18.000000	0	0	0	0	162	0	0	0	0	0
Tbcc	18.000000	0	0	0	0	162	0	0	0	0	0
Sirpb1b	18.000000	0	162	0	0	0	0	0	0	0	0
Sar1b	18.000000	0	0	0	0	162	0	0	0	0	0
Rfc2	18.000000	0	0	0	0	86	0	0	0	76	0
Nt5c2	18.000000	0	0	0	0	0	0	0	0	162	0
Msh3	18.000000	0	0	0	0	0	0	0	0	162	0
Hectd4	18.000000	0	0	0	0	162	0	0	0	0	0
H1f3	18.000000	0	0	0	0	0	0	0	0	162	0
Eefsec	18.000000	0	0	0	0	162	0	0	0	0	0
Dhfr	18.000000	0	0	0	0	0	0	0	0	162	0
Cep350	18.000000	0	0	0	0	0	0	0	0	162	0
Arid1b	18.000000	0	0	0	0	0	0	0	0	162	0
Agbl1	18.000000	0	0	0	0	0	0	0	0	162	0
Acbd6	18.000000	0	0	0	0	0	0	0	0	162	0
Zw10	17.888889	0	0	0	0	0	0	0	0	161	0
Vps26b	17.888889	0	0	0	0	161	0	0	0	0	0
Pex7	17.888889	0	0	0	0	0	0	0	0	161	0
Pdk1	17.888889	0	0	0	0	0	0	0	0	161	0
Ncapd3	17.888889	0	0	0	0	161	0	0	0	0	0
Mrps10	17.888889	0	0	0	0	0	0	0	0	161	0
Imp3	17.888889	0	161	0	0	0	0	0	0	0	0
Il10	17.888889	0	0	0	0	161	0	0	0	0	0
Gm10509	17.888889	0	0	0	0	161	0	0	0	0	0
Flad1	17.888889	0	0	0	0	0	0	0	161	0	0
Ebi3	17.888889	0	161	0	0	0	0	0	0	0	0
Zmynd8	17.777778	0	0	0	0	0	0	0	160	0	0
