"","c1","c2","c3","gene"
"Enpp5",1,1,1,"Enpp5"
"Sept8",4,4,4,"Sept8"
"Phf15.2",3,3,3,"Phf15.2"
"Syngr1.2",4,4,4,"Syngr1.2"
"4931428F04Rik",4,4,4,"4931428F04Rik"
"Prr15",7,7,7,"Prr15"
"Usp39.2",3,3,3,"Usp39.2"
"Nav1.1",1,1,1,"Nav1.1"
"Tmem59",2,2,2,"Tmem59"
"Cope",4,4,4,"Cope"
"Zfp667",7,7,7,"Zfp667"
"Stard8.1",7,7,7,"Stard8.1"
"Hspa1a.1",7,7,7,"Hspa1a.1"
"Cenpk.1",4,4,4,"Cenpk.1"
"Mcf2l.2",7,7,7,"Mcf2l.2"
"Myo1f",7,7,7,"Myo1f"
"4930583H14Rik",4,4,4,"4930583H14Rik"
"Tspan17.2",2,2,2,"Tspan17.2"
"Cdkn1b.1",2,2,2,"Cdkn1b.1"
"Mapk3",4,4,4,"Mapk3"
"Klhl26.1",7,7,7,"Klhl26.1"
"Cd44.5",3,3,3,"Cd44.5"
"Extl2",6,6,6,"Extl2"
"2410091C18Rik.1",3,3,3,"2410091C18Rik.1"
"Ifih1",1,1,1,"Ifih1"
"Muc13",7,7,7,"Muc13"
"Ptpn11.2",6,6,6,"Ptpn11.2"
"Sox5.1",1,1,1,"Sox5.1"
"Otub2",4,4,4,"Otub2"
"Dclre1b.1",3,3,3,"Dclre1b.1"
"Epsti1.2",1,1,1,"Epsti1.2"
"Gpr114",1,1,1,"Gpr114"
"Lrrc49.2",1,1,1,"Lrrc49.2"
"Prr12",4,4,4,"Prr12"
"Mfsd10.1",3,3,3,"Mfsd10.1"
"5730455P16Rik.1",4,4,4,"5730455P16Rik.1"
"Cask",6,6,6,"Cask"
"Rbl1",4,4,4,"Rbl1"
"Snf8",3,3,3,"Snf8"
"Gnptg.1",6,6,6,"Gnptg.1"
"3110057O12Rik",4,4,4,"3110057O12Rik"
"Prkaca",4,4,4,"Prkaca"
"Gpx4.2",4,4,4,"Gpx4.2"
"Oas3",1,1,1,"Oas3"
"Gm1574.2",4,4,4,"Gm1574.2"
"Ier5l",7,7,7,"Ier5l"
"Tirap.2",4,4,4,"Tirap.2"
"Lamc1",7,7,7,"Lamc1"
"Dlg7",4,4,4,"Dlg7"
"B930041F14Rik",8,8,8,"B930041F14Rik"
"Prss35",1,1,1,"Prss35"
"Npb",1,1,1,"Npb"
"Zfyve21",4,4,4,"Zfyve21"
"Sgk1",8,8,8,"Sgk1"
"Ndufb5",3,3,3,"Ndufb5"
"Dcp1a.1",6,6,6,"Dcp1a.1"
"Rcan3.1",2,2,2,"Rcan3.1"
"2610208M17Rik.2",2,2,2,"2610208M17Rik.2"
"Yif1b",4,4,4,"Yif1b"
"Atp10d",6,6,6,"Atp10d"
"H2-DMb1",8,8,8,"H2-DMb1"
"Copz2.3",4,4,4,"Copz2.3"
"Prdx5.1",4,4,4,"Prdx5.1"
"Abcb1b",6,6,6,"Abcb1b"
"Cdca3.1",4,4,4,"Cdca3.1"
"Stx2",2,2,2,"Stx2"
"Insig1.2",3,3,3,"Insig1.2"
"Cdca4.1",4,4,4,"Cdca4.1"
"Ckb",4,4,4,"Ckb"
"Pik3ap1.1",1,1,1,"Pik3ap1.1"
"C230071H18Rik",2,2,2,"C230071H18Rik"
"Uck2",3,3,3,"Uck2"
"2810474O19Rik.2",5,5,5,"2810474O19Rik.2"
"Col4a3bp.2",6,6,6,"Col4a3bp.2"
"Selenbp2",4,4,4,"Selenbp2"
"Pdik1l",2,2,2,"Pdik1l"
"Lysmd2",3,3,3,"Lysmd2"
"P2ry14.1",1,1,1,"P2ry14.1"
"Nagk.1",2,2,2,"Nagk.1"
"Lif.1",4,4,4,"Lif.1"
"Amy2-2.1",8,8,8,"Amy2-2.1"
"Elmo2.2",4,4,4,"Elmo2.2"
"Nrn1",1,1,1,"Nrn1"
"Rapgef6.4",8,8,8,"Rapgef6.4"
"1700023B02Rik.2",7,7,7,"1700023B02Rik.2"
"Igf2",7,7,7,"Igf2"
"Bud13",3,3,3,"Bud13"
"Anp32e",7,7,7,"Anp32e"
"S100a6",1,1,1,"S100a6"
"Ndufc1.1",3,3,3,"Ndufc1.1"
"Dnase2a",4,4,4,"Dnase2a"
"6330569M22Rik",8,8,8,"6330569M22Rik"
"Tmem158",1,1,1,"Tmem158"
"Unc13a",4,4,4,"Unc13a"
"Mbnl1.1",5,5,5,"Mbnl1.1"
"Ncapd2.2",4,4,4,"Ncapd2.2"
"Tnp2",1,1,1,"Tnp2"
"Tk1.2",4,4,4,"Tk1.2"
"Arl2",3,3,3,"Arl2"
"Bmp2k.2",2,2,2,"Bmp2k.2"
"Csgalnact1",7,7,7,"Csgalnact1"
"BC057371.2",2,2,2,"BC057371.2"
"Rhov",1,1,1,"Rhov"
"Cuzd1",7,7,7,"Cuzd1"
"Elovl6.1",1,1,1,"Elovl6.1"
"Ube1l",5,5,5,"Ube1l"
"Sparc.2",7,7,7,"Sparc.2"
"Taz",8,8,8,"Taz"
"Ccrl2",1,1,1,"Ccrl2"
"Tmsb10.2",5,5,5,"Tmsb10.2"
"Sec11c",4,4,4,"Sec11c"
"1500019G21Rik",6,6,6,"1500019G21Rik"
"Epas1",7,7,7,"Epas1"
"Gale",4,4,4,"Gale"
"Armcx6.1",4,4,4,"Armcx6.1"
"Mt1",4,4,4,"Mt1"
"Nusap1.2",4,4,4,"Nusap1.2"
"Pml.2",4,4,4,"Pml.2"
"Edem2.3",2,2,2,"Edem2.3"
"Mtmr9",3,3,3,"Mtmr9"
"Fchsd2",2,2,2,"Fchsd2"
"Arhgap12",7,7,7,"Arhgap12"
"Ercc2.1",2,2,2,"Ercc2.1"
"Rpl38.1",3,3,3,"Rpl38.1"
"Cul7",4,4,4,"Cul7"
"Asprv1",1,1,1,"Asprv1"
"Gpbp1l1",2,2,2,"Gpbp1l1"
"Tgm4",6,6,6,"Tgm4"
"Agtrap",1,1,1,"Agtrap"
"Ccdc50",3,3,3,"Ccdc50"
"4631427C17Rik",7,7,7,"4631427C17Rik"
"Als2cr4.2",3,3,3,"Als2cr4.2"
"Zfp821.2",4,4,4,"Zfp821.2"
"Atp5sl",8,8,8,"Atp5sl"
"Sh3bgrl2",5,5,5,"Sh3bgrl2"
"Trim44.1",6,6,6,"Trim44.1"
"Alox5ap",5,5,5,"Alox5ap"
"C730027P07Rik",7,7,7,"C730027P07Rik"
"1110037F02Rik.1",1,1,1,"1110037F02Rik.1"
"Gstk1",7,7,7,"Gstk1"
"Ifit2.1",1,1,1,"Ifit2.1"
"Gnb4.1",5,5,5,"Gnb4.1"
"Tiam1",7,7,7,"Tiam1"
"Trex1",3,3,3,"Trex1"
"Nol3.3",4,4,4,"Nol3.3"
"Gale.1",4,4,4,"Gale.1"
"Unc119b.1",2,2,2,"Unc119b.1"
"Gde1",3,3,3,"Gde1"
"Iqgap3.1",4,4,4,"Iqgap3.1"
"1110007L15Rik.1",3,3,3,"1110007L15Rik.1"
"0610037D15Rik",4,4,4,"0610037D15Rik"
"Casp4.2",1,1,1,"Casp4.2"
"Nagk.2",2,2,2,"Nagk.2"
"Dctn2.1",7,7,7,"Dctn2.1"
"Ikzf5.1",7,7,7,"Ikzf5.1"
"Nfatc2.4",4,4,4,"Nfatc2.4"
"Fahd2a.2",2,2,2,"Fahd2a.2"
"Ela1",2,2,2,"Ela1"
"Prr13",2,2,2,"Prr13"
"Nxf2",7,7,7,"Nxf2"
"Fdps",4,4,4,"Fdps"
"Evi2a",1,1,1,"Evi2a"
"Prf1",8,8,8,"Prf1"
"Acbd4.1",4,4,4,"Acbd4.1"
"Parp2",3,3,3,"Parp2"
"Ankzf1.1",2,2,2,"Ankzf1.1"
"Mgll.1",7,7,7,"Mgll.1"
"Insig1.3",3,3,3,"Insig1.3"
"Niban",3,3,3,"Niban"
"B3gnt3",4,4,4,"B3gnt3"
"Ddef2.4",4,4,4,"Ddef2.4"
"Zdhhc24",4,4,4,"Zdhhc24"
"1200015F23Rik.1",3,3,3,"1200015F23Rik.1"
"St3gal2",7,7,7,"St3gal2"
"Aco2.1",4,4,4,"Aco2.1"
"1700025K23Rik",7,7,7,"1700025K23Rik"
"Rpl13a",3,3,3,"Rpl13a"
"Sccpdh",4,4,4,"Sccpdh"
"Ypel5.1",8,8,8,"Ypel5.1"
"Ddah2",7,7,7,"Ddah2"
"Tbc1d9b.1",2,2,2,"Tbc1d9b.1"
"Nudt8",3,3,3,"Nudt8"
"Evi2b",1,1,1,"Evi2b"
"Qars.1",4,4,4,"Qars.1"
"Xdh",1,1,1,"Xdh"
"Pofut1.1",3,3,3,"Pofut1.1"
"2210012G02Rik.1",2,2,2,"2210012G02Rik.1"
"Grtp1",7,7,7,"Grtp1"
"Rpl27a.1",7,7,7,"Rpl27a.1"
"Gm962",3,3,3,"Gm962"
"Sgol2",4,4,4,"Sgol2"
"Lpl",6,6,6,"Lpl"
"St3gal1",7,7,7,"St3gal1"
"Ang",1,1,1,"Ang"
"Lsm10",4,4,4,"Lsm10"
"Ccdc50.1",3,3,3,"Ccdc50.1"
"Cyp2b13",7,7,7,"Cyp2b13"
"Igfbp7.1",1,1,1,"Igfbp7.1"
"Sell",5,5,5,"Sell"
"Hrsp12.1",3,3,3,"Hrsp12.1"
"Lgals9.2",1,1,1,"Lgals9.2"
"Rbms2.3",6,6,6,"Rbms2.3"
"Piga",4,4,4,"Piga"
"Trim25.1",1,1,1,"Trim25.1"
"3110057O12Rik.1",4,4,4,"3110057O12Rik.1"
"Cdkn2a.2",1,1,1,"Cdkn2a.2"
"Sod1",7,7,7,"Sod1"
"Cnot4.2",8,8,8,"Cnot4.2"
"Ptprv",4,4,4,"Ptprv"
"Med27",6,6,6,"Med27"
"Rad51l3.3",3,3,3,"Rad51l3.3"
"Nudt7.1",3,3,3,"Nudt7.1"
"Tnfrsf13b",2,2,2,"Tnfrsf13b"
"Fes",1,1,1,"Fes"
"St3gal1.1",7,7,7,"St3gal1.1"
"Eif5.1",6,6,6,"Eif5.1"
"Enpp4",6,6,6,"Enpp4"
"Ica1",3,3,3,"Ica1"
"Nicn1.1",4,4,4,"Nicn1.1"
"Rps24.1",3,3,3,"Rps24.1"
"Nek9.1",2,2,2,"Nek9.1"
"9430020K01Rik",7,7,7,"9430020K01Rik"
"Notch3",7,7,7,"Notch3"
"Jmjd1a.1",2,2,2,"Jmjd1a.1"
"Dcxr.1",7,7,7,"Dcxr.1"
"Oas1b",5,5,5,"Oas1b"
"Usp25",1,1,1,"Usp25"
"Insl5",1,1,1,"Insl5"
"Ganc.1",5,5,5,"Ganc.1"
"Kdelr3",4,4,4,"Kdelr3"
"Mboat2.1",4,4,4,"Mboat2.1"
"Gm867",1,1,1,"Gm867"
"Aldoc",4,4,4,"Aldoc"
"Ms4a4b",5,5,5,"Ms4a4b"
"Ly6c1",1,1,1,"Ly6c1"
"D4Wsu114e",2,2,2,"D4Wsu114e"
"Bcdo2",1,1,1,"Bcdo2"
"4831426I19Rik.2",4,4,4,"4831426I19Rik.2"
"Oaz2",2,2,2,"Oaz2"
"Ctla4",4,4,4,"Ctla4"
"Gldc",1,1,1,"Gldc"
"Rsad2",1,1,1,"Rsad2"
"Sepsecs.1",6,6,6,"Sepsecs.1"
"2610027C15Rik.1",2,2,2,"2610027C15Rik.1"
"March8",3,3,3,"March8"
"Wdr78",1,1,1,"Wdr78"
"Prlr.2",7,7,7,"Prlr.2"
"6030446N20Rik.1",7,7,7,"6030446N20Rik.1"
"Cep72",4,4,4,"Cep72"
"Zdhhc6.2",3,3,3,"Zdhhc6.2"
"Rps15",8,8,8,"Rps15"
"Tmem55b",7,7,7,"Tmem55b"
"B2m.1",5,5,5,"B2m.1"
"Chst12",2,2,2,"Chst12"
"Zfp709.3",3,3,3,"Zfp709.3"
"Nudt14",2,2,2,"Nudt14"
"Arrb1.4",2,2,2,"Arrb1.4"
"Gpsm2.1",4,4,4,"Gpsm2.1"
"LOC625360",5,5,5,"LOC625360"
"Adfp",2,2,2,"Adfp"
"Rps25",8,8,8,"Rps25"
"2900011O08Rik.1",5,5,5,"2900011O08Rik.1"
"Trio",6,6,6,"Trio"
"Trim21",5,5,5,"Trim21"
"Rad50.2",4,4,4,"Rad50.2"
"Dnajc5",8,8,8,"Dnajc5"
"Car11",1,1,1,"Car11"
"Mtap6.2",1,1,1,"Mtap6.2"
"BC034076",7,7,7,"BC034076"
"Rffl.2",3,3,3,"Rffl.2"
"Hspb1",7,7,7,"Hspb1"
"Clcn3.2",4,4,4,"Clcn3.2"
"1700037H04Rik",3,3,3,"1700037H04Rik"
"Rab21",3,3,3,"Rab21"
"Lca5.2",4,4,4,"Lca5.2"
"Gbp1",3,3,3,"Gbp1"
"Col18a1.2",7,7,7,"Col18a1.2"
"Gabarapl1",4,4,4,"Gabarapl1"
"Tbc1d2.4",7,7,7,"Tbc1d2.4"
"Prkaca.1",4,4,4,"Prkaca.1"
"Entpd4.1",7,7,7,"Entpd4.1"
"Zbtb8os.1",3,3,3,"Zbtb8os.1"
"Tes.2",8,8,8,"Tes.2"
"2310047M10Rik.1",4,4,4,"2310047M10Rik.1"
"Spsb1",8,8,8,"Spsb1"
"Vamp3.1",4,4,4,"Vamp3.1"
"AI842396",4,4,4,"AI842396"
"Mboat2.2",4,4,4,"Mboat2.2"
"Pgam1.1",4,4,4,"Pgam1.1"
"Slc25a1",3,3,3,"Slc25a1"
"Ensa.2",7,7,7,"Ensa.2"
"Fut4",7,7,7,"Fut4"
"Spcs3.1",3,3,3,"Spcs3.1"
"Trat1.1",8,8,8,"Trat1.1"
"Sord",2,2,2,"Sord"
"Eea1.2",3,3,3,"Eea1.2"
"Cd151",2,2,2,"Cd151"
"BC087945",3,3,3,"BC087945"
"Pfn2.1",7,7,7,"Pfn2.1"
"Pld4",5,5,5,"Pld4"
"Hps6",4,4,4,"Hps6"
"Dppa4.2",7,7,7,"Dppa4.2"
"Dhx58",1,1,1,"Dhx58"
"Ogfrl1.1",1,1,1,"Ogfrl1.1"
"Lta.1",1,1,1,"Lta.1"
"S100a11",2,2,2,"S100a11"
"Apbb1",2,2,2,"Apbb1"
"Afmid.3",2,2,2,"Afmid.3"
"Retsat",7,7,7,"Retsat"
"Gngt2",2,2,2,"Gngt2"
"Gipc1.2",3,3,3,"Gipc1.2"
"Uck2.1",3,3,3,"Uck2.1"
"Rnase4",1,1,1,"Rnase4"
"Oit3.1",7,7,7,"Oit3.1"
"Aqp9",1,1,1,"Aqp9"
"Pgk1.1",3,3,3,"Pgk1.1"
"Dph3.2",3,3,3,"Dph3.2"
"Tbl1xr1.1",2,2,2,"Tbl1xr1.1"
"D2Ertd750e.2",4,4,4,"D2Ertd750e.2"
"Slco4a1.1",7,7,7,"Slco4a1.1"
"Alkbh5",4,4,4,"Alkbh5"
"Nucb1.1",7,7,7,"Nucb1.1"
"Mef2c.2",3,3,3,"Mef2c.2"
"Scd2",4,4,4,"Scd2"
"Fvt1",8,8,8,"Fvt1"
"Atp5o.2",3,3,3,"Atp5o.2"
"Rlf.1",2,2,2,"Rlf.1"
"Nfic.1",2,2,2,"Nfic.1"
"Chchd8",3,3,3,"Chchd8"
"Plac8",1,1,1,"Plac8"
"Mmp11",2,2,2,"Mmp11"
"Acvrl1",1,1,1,"Acvrl1"
"Fah",1,1,1,"Fah"
"Vegfa.2",4,4,4,"Vegfa.2"
"Arhgdig.1",3,3,3,"Arhgdig.1"
"Acadl.1",4,4,4,"Acadl.1"
"Tmed10.1",7,7,7,"Tmed10.1"
"Jdp2",7,7,7,"Jdp2"
"Epas1.1",7,7,7,"Epas1.1"
"P4ha1",1,1,1,"P4ha1"
"Plekhg3",1,1,1,"Plekhg3"
"Wbp11",3,3,3,"Wbp11"
"Ccr4",4,4,4,"Ccr4"
"Sirt6.1",4,4,4,"Sirt6.1"
"Tap1",5,5,5,"Tap1"
"Crocc",4,4,4,"Crocc"
"Myo1c.1",7,7,7,"Myo1c.1"
"Folr4.1",7,7,7,"Folr4.1"
"2610204K14Rik",1,1,1,"2610204K14Rik"
"Fahd2a.3",2,2,2,"Fahd2a.3"
"Rab6.2",8,8,8,"Rab6.2"
"Car14",1,1,1,"Car14"
"Cova1",4,4,4,"Cova1"
"Ophn1",1,1,1,"Ophn1"
"Odf2.2",4,4,4,"Odf2.2"
"Gcap14.2",2,2,2,"Gcap14.2"
"Plekhg3.1",1,1,1,"Plekhg3.1"
"6720460F02Rik",4,4,4,"6720460F02Rik"
"Ahnak.3",7,7,7,"Ahnak.3"
"Slc39a4.1",4,4,4,"Slc39a4.1"
"Rras",7,7,7,"Rras"
"Sema4b",8,8,8,"Sema4b"
"Cd93",1,1,1,"Cd93"
"Pkn1.2",2,2,2,"Pkn1.2"
"a.1",7,7,7,"a.1"
"Polk",7,7,7,"Polk"
"Plcxd1.2",4,4,4,"Plcxd1.2"
"Gstk1.1",7,7,7,"Gstk1.1"
"Pqlc3.2",2,2,2,"Pqlc3.2"
"Lss",3,3,3,"Lss"
"Sdhb.2",3,3,3,"Sdhb.2"
"Gata3",4,4,4,"Gata3"
"Tcfl5",1,1,1,"Tcfl5"
"Plekhb2",7,7,7,"Plekhb2"
"St7.1",3,3,3,"St7.1"
"4930455F23Rik",3,3,3,"4930455F23Rik"
"1700012G19Rik",4,4,4,"1700012G19Rik"
"Glipr2.2",7,7,7,"Glipr2.2"
"Renbp",7,7,7,"Renbp"
"Snap23.1",7,7,7,"Snap23.1"
"Gbp5",3,3,3,"Gbp5"
"Vldlr.4",4,4,4,"Vldlr.4"
"2010305C02Rik.1",4,4,4,"2010305C02Rik.1"
"Gabrb3.2",1,1,1,"Gabrb3.2"
"Usp22.1",2,2,2,"Usp22.1"
"Emilin2",1,1,1,"Emilin2"
"Apom",1,1,1,"Apom"
"Eng",7,7,7,"Eng"
"Fbxo4",4,4,4,"Fbxo4"
"Tctex1d2",4,4,4,"Tctex1d2"
"Ctsf",7,7,7,"Ctsf"
"Bub1b",4,4,4,"Bub1b"
"Pold4",7,7,7,"Pold4"
"Ppm1k.2",5,5,5,"Ppm1k.2"
"Tnni1",3,3,3,"Tnni1"
"Gata1.1",1,1,1,"Gata1.1"
"Rusc1",2,2,2,"Rusc1"
"Stoml1",1,1,1,"Stoml1"
"Fmnl2",6,6,6,"Fmnl2"
"Gnaz",8,8,8,"Gnaz"
"2700060E02Rik.1",7,7,7,"2700060E02Rik.1"
"Kctd17.1",4,4,4,"Kctd17.1"
"1700113I22Rik.1",4,4,4,"1700113I22Rik.1"
"Lrp8.3",4,4,4,"Lrp8.3"
"Cops4",3,3,3,"Cops4"
"Ccdc123.1",4,4,4,"Ccdc123.1"
"H1f0",4,4,4,"H1f0"
"Riok3.2",8,8,8,"Riok3.2"
"Ethe1",2,2,2,"Ethe1"
"Nde1.2",2,2,2,"Nde1.2"
"Klhl21",6,6,6,"Klhl21"
"Serpinb6a",1,1,1,"Serpinb6a"
"Gas2l1.3",3,3,3,"Gas2l1.3"
"Ifitm1.4",1,1,1,"Ifitm1.4"
"Lin54",1,1,1,"Lin54"
"Cbfb.2",6,6,6,"Cbfb.2"
"Gm885",7,7,7,"Gm885"
"5630401D24Rik.3",6,6,6,"5630401D24Rik.3"
"Folr4.2",2,2,2,"Folr4.2"
"P4ha2",4,4,4,"P4ha2"
"Mef2b",2,2,2,"Mef2b"
"Pim2.1",4,4,4,"Pim2.1"
"Gyg.1",4,4,4,"Gyg.1"
"Plekhg5.2",4,4,4,"Plekhg5.2"
"Fzd7",4,4,4,"Fzd7"
"1700047I17Rik1",4,4,4,"1700047I17Rik1"
"Nol3.4",2,2,2,"Nol3.4"
"Mov10.2",1,1,1,"Mov10.2"
"H2afj.1",6,6,6,"H2afj.1"
"Maf",7,7,7,"Maf"
"D19Ertd721e",4,4,4,"D19Ertd721e"
"Cdx2",3,3,3,"Cdx2"
"Npc2",4,4,4,"Npc2"
"B230312A22Rik",2,2,2,"B230312A22Rik"
"Hbegf",7,7,7,"Hbegf"
"Bre.1",3,3,3,"Bre.1"
"Cope.1",4,4,4,"Cope.1"
"Pctk1",8,8,8,"Pctk1"
"Ctdspl2.1",4,4,4,"Ctdspl2.1"
"Abi2.3",4,4,4,"Abi2.3"
"Adam9",1,1,1,"Adam9"
"Arrdc4",1,1,1,"Arrdc4"
"Tmem60",4,4,4,"Tmem60"
"Slc25a1.1",3,3,3,"Slc25a1.1"
"Dap3.2",4,4,4,"Dap3.2"
"Map2k6.2",2,2,2,"Map2k6.2"
"Hist1h2ab",3,3,3,"Hist1h2ab"
"Slc38a3",1,1,1,"Slc38a3"
"Cdkl2.3",1,1,1,"Cdkl2.3"
"Tmem53.2",7,7,7,"Tmem53.2"
"Clcn3.3",4,4,4,"Clcn3.3"
"Rusc2.1",4,4,4,"Rusc2.1"
"Cenpl.1",4,4,4,"Cenpl.1"
"Ap2s1.1",4,4,4,"Ap2s1.1"
"Rpain.1",4,4,4,"Rpain.1"
"Nqo2.1",1,1,1,"Nqo2.1"
"Wdr45",2,2,2,"Wdr45"
"1110031B06Rik",4,4,4,"1110031B06Rik"
"2610020H08Rik.1",5,5,5,"2610020H08Rik.1"
"Elk3.1",1,1,1,"Elk3.1"
"B2m.2",5,5,5,"B2m.2"
"Plscr1.1",3,3,3,"Plscr1.1"
"Ctdspl2.2",1,1,1,"Ctdspl2.2"
"Atg12",2,2,2,"Atg12"
"C230078M08Rik",1,1,1,"C230078M08Rik"
"1110038F14Rik",6,6,6,"1110038F14Rik"
"BC068157",7,7,7,"BC068157"
"Cst3",2,2,2,"Cst3"
"Hnrpm.1",6,6,6,"Hnrpm.1"
"Msr2",7,7,7,"Msr2"
"Rbm43",5,5,5,"Rbm43"
"1500032D16Rik.1",4,4,4,"1500032D16Rik.1"
"Tanc2.1",7,7,7,"Tanc2.1"
"Lysmd1",2,2,2,"Lysmd1"
"Gemin6.2",3,3,3,"Gemin6.2"
"Crabp2",3,3,3,"Crabp2"
"Ctnnbip1",4,4,4,"Ctnnbip1"
"Dapk2.1",1,1,1,"Dapk2.1"
"5730446C15Rik",7,7,7,"5730446C15Rik"
"Hrsp12.2",3,3,3,"Hrsp12.2"
"BC016495",4,4,4,"BC016495"
"Il24",7,7,7,"Il24"
"Aktip",7,7,7,"Aktip"
"1110012D08Rik",2,2,2,"1110012D08Rik"
"Adamtsl5",4,4,4,"Adamtsl5"
"Ak3l1",4,4,4,"Ak3l1"
"Nagk.3",2,2,2,"Nagk.3"
"LOC433801.1",1,1,1,"LOC433801.1"
"Clcn7",6,6,6,"Clcn7"
"Klk8",2,2,2,"Klk8"
"Dyrk1b.2",2,2,2,"Dyrk1b.2"
"Cct6b",7,7,7,"Cct6b"
"Hnrpk.2",3,3,3,"Hnrpk.2"
"Hexim2.2",4,4,4,"Hexim2.2"
"Id1",4,4,4,"Id1"
"Arsa",2,2,2,"Arsa"
"Ifnar2",1,1,1,"Ifnar2"
"Cenpb",7,7,7,"Cenpb"
"Nat5.2",3,3,3,"Nat5.2"
"2810407C02Rik.3",5,5,5,"2810407C02Rik.3"
"Atp6v0a2",6,6,6,"Atp6v0a2"
"Arpc1a.2",3,3,3,"Arpc1a.2"
"Timm44.2",3,3,3,"Timm44.2"
"Stat2",1,1,1,"Stat2"
"Prr11",4,4,4,"Prr11"
"Ldhd.2",2,2,2,"Ldhd.2"
"Acot11.2",2,2,2,"Acot11.2"
"Cyp2s1",2,2,2,"Cyp2s1"
"Sp100.1",5,5,5,"Sp100.1"
"Pi4k2b.3",3,3,3,"Pi4k2b.3"
"Ccdc18.1",4,4,4,"Ccdc18.1"
"Pfkm.2",4,4,4,"Pfkm.2"
"Osbpl2",4,4,4,"Osbpl2"
"Tgm1",7,7,7,"Tgm1"
"Dctn2.2",7,7,7,"Dctn2.2"
"S100a3",7,7,7,"S100a3"
"Rbm47.3",8,8,8,"Rbm47.3"
"Zfp365",1,1,1,"Zfp365"
"Ccng2",7,7,7,"Ccng2"
"Zmynd11",8,8,8,"Zmynd11"
"Muc1.3",3,3,3,"Muc1.3"
"Osm",2,2,2,"Osm"
"Tspo.2",5,5,5,"Tspo.2"
"Gcnt2.4",7,7,7,"Gcnt2.4"
"H2-K1.1",5,5,5,"H2-K1.1"
"Cope.2",4,4,4,"Cope.2"
"Gpx7",2,2,2,"Gpx7"
"Hsh2d",1,1,1,"Hsh2d"
"2410018G20Rik",4,4,4,"2410018G20Rik"
"Ifng.1",3,3,3,"Ifng.1"
"Igtp",5,5,5,"Igtp"
"Trerf1.1",4,4,4,"Trerf1.1"
"Ulk1",8,8,8,"Ulk1"
"Endod1",1,1,1,"Endod1"
"Nos3.2",4,4,4,"Nos3.2"
"Plekha8.1",3,3,3,"Plekha8.1"
"Sts",7,7,7,"Sts"
"Cox17",3,3,3,"Cox17"
"Ltbp1.4",7,7,7,"Ltbp1.4"
"Esr1.1",1,1,1,"Esr1.1"
"Zmynd11.1",8,8,8,"Zmynd11.1"
"Syce2",4,4,4,"Syce2"
"Slc25a14",3,3,3,"Slc25a14"
"1110067D22Rik",1,1,1,"1110067D22Rik"
"Rem2",7,7,7,"Rem2"
"Camk2n1.1",4,4,4,"Camk2n1.1"
"Cacna2d3",7,7,7,"Cacna2d3"
"Gadd45g.1",1,1,1,"Gadd45g.1"
"Tarbp2.1",3,3,3,"Tarbp2.1"
"Sav1",4,4,4,"Sav1"
"Lamp2.1",1,1,1,"Lamp2.1"
"Dhx58.1",1,1,1,"Dhx58.1"
"Pafah1b3",4,4,4,"Pafah1b3"
"St3gal2.1",7,7,7,"St3gal2.1"
"Gbp6.1",5,5,5,"Gbp6.1"
"Ulk1.1",8,8,8,"Ulk1.1"
"Slc2a1",4,4,4,"Slc2a1"
"Ube2l6",1,1,1,"Ube2l6"
"Ociad2.2",1,1,1,"Ociad2.2"
"Trex1.1",3,3,3,"Trex1.1"
"Prkrip1",3,3,3,"Prkrip1"
"3000004C01Rik.2",4,4,4,"3000004C01Rik.2"
"LOC433632",1,1,1,"LOC433632"
"Odf2.3",3,3,3,"Odf2.3"
"Katnal1",2,2,2,"Katnal1"
"OTTMUSG00000017866",7,7,7,"OTTMUSG00000017866"
"St6gal1.1",2,2,2,"St6gal1.1"
"Muc13.1",7,7,7,"Muc13.1"
"Gys1",4,4,4,"Gys1"
"Gpi1",4,4,4,"Gpi1"
"Hist1h4f",1,1,1,"Hist1h4f"
"Kcnk5.2",7,7,7,"Kcnk5.2"
"Dock9.2",5,5,5,"Dock9.2"
"C030045D06Rik.2",1,1,1,"C030045D06Rik.2"
"Abhd4",7,7,7,"Abhd4"
"Gatad1.2",4,4,4,"Gatad1.2"
"4932438H23Rik.1",7,7,7,"4932438H23Rik.1"
"Gorasp1.2",3,3,3,"Gorasp1.2"
"Thrap2",8,8,8,"Thrap2"
"Pparg.2",7,7,7,"Pparg.2"
"Tbx21",3,3,3,"Tbx21"
"Mettl9",4,4,4,"Mettl9"
"Palm.1",4,4,4,"Palm.1"
"Rpo1-4.1",6,6,6,"Rpo1-4.1"
"Dusp14",3,3,3,"Dusp14"
"Pon2",6,6,6,"Pon2"
"Rab19.1",1,1,1,"Rab19.1"
"Itih5.1",2,2,2,"Itih5.1"
"Lsm8",3,3,3,"Lsm8"
"Ryk.1",3,3,3,"Ryk.1"
"Hddc2.1",3,3,3,"Hddc2.1"
"Dkkl1.1",7,7,7,"Dkkl1.1"
"Slc9a5",3,3,3,"Slc9a5"
"Ptpre.2",7,7,7,"Ptpre.2"
"Igsf9",3,3,3,"Igsf9"
"Cox18.1",3,3,3,"Cox18.1"
"Acoxl",3,3,3,"Acoxl"
"2310005E10Rik.1",7,7,7,"2310005E10Rik.1"
"Mast2.1",3,3,3,"Mast2.1"
"Rps5",2,2,2,"Rps5"
